onset	duration	sample	trial_type	value	block.thisRepN	block.thisTrialN	block.thisN	block.thisIndex	reps.thisRepN	reps.thisTrialN	reps.thisN	reps.thisIndex	afrec_start	rec_start	rec_start_egi	key_resp.keys	key_resp.rt	wait_time_text.started	wait_time_text.stopped	therm_loca_text.started	subResponse	keyResp.keys	keyResp.rt	ITI_wait	wait_trigger	loca_thermode	Hz_condition	temp_condition	temp_valeur	text.started	text.stopped	participant	brightness	num_part	low	high	com_svr	com_thermode	com_eeg	date	expName	psychopyVersion	frameRate	Unnamed: 39	distance_from_previous	file	step	index	time	type	temp1	temp2	temp3	temp4	temp5	step_num	time_sync
20.262	0	10131	wait	20	0	0	0	0	0.0	0.0	0.0	0.0	61.10797370038927	60.91290180012584	1710438872.4510057	p	20.02907529985532	81.164862500038	88.61712469998747	88.61712469998747	5.0	['5', 'return']	[4.185744800139219, 5.033880900125951]	7.44	6.21	0.0	10hz	high_pain	47.5			sub-024	250	24	46	47.5	COM11	COM15	COM3	2024-03-14_13h54.26.274	001-EEG_SVR_Officel	2022.2.5	144.22709468078162		20.262	0_sub-pilot024_SVR_EEG_block1-2.protocol.csv	step3	1835	183.32	STIMULATE	47.7	47.4	47.4	47.4	47.5	3	40.50799999999998
27.702	0	13851	10hz	3	0	0	0	0	0.0	0.0	0.0	0.0	61.10797370038927	60.91290180012584	1710438872.4510057	p	20.02907529985532	81.164862500038	88.61712469998747	88.61712469998747	5.0	['5', 'return']	[4.185744800139219, 5.033880900125951]	7.44	6.21	0.0	10hz	high_pain	47.5			sub-024	250	24	46	47.5	COM11	COM15	COM3	2024-03-14_13h54.26.274	001-EEG_SVR_Officel	2022.2.5	144.22709468078162		7.440000000000001	0_sub-pilot024_SVR_EEG_block1-2.protocol.csv	step3	1835	183.32	STIMULATE	47.7	47.4	47.4	47.4	47.5	3	40.50799999999998
34.666	0	17333	10/Hi	1	0	0	0	0	0.0	0.0	0.0	0.0	61.10797370038927	60.91290180012584	1710438872.4510057	p	20.02907529985532	81.164862500038	88.61712469998747	88.61712469998747	5.0	['5', 'return']	[4.185744800139219, 5.033880900125951]	7.44	6.21	0.0	10hz	high_pain	47.5			sub-024	250	24	46	47.5	COM11	COM15	COM3	2024-03-14_13h54.26.274	001-EEG_SVR_Officel	2022.2.5	144.22709468078162		6.213999999999995	0_sub-pilot024_SVR_EEG_block1-2.protocol.csv	step3	1835	183.32	STIMULATE	47.7	47.4	47.4	47.4	47.5	3	40.50799999999998
45.758	0	22879	wait	20	0	0	0	0	1.0	0.0	1.0	0.0						106.66127660032362	112.43270860007031	112.43270860007031	5.0	['5', 'return']	[3.4263987001031637, 4.994525799993426]	5.76	6.02	1.0	controle	high_pain	47.5			sub-024	250	24	46	47.5	COM11	COM15	COM3	2024-03-14_13h54.26.274	001-EEG_SVR_Officel	2022.2.5	144.22709468078162		11.842000000000006	0_sub-pilot024_SVR_EEG_block1-2.protocol.csv	step5	2073	206.963	STIMULATE	47.6	47.4	47.4	47.4	47.5	5	64.15099999999998
51.518	0	25759	CNhz	12	0	0	0	0	1.0	0.0	1.0	0.0						106.66127660032362	112.43270860007031	112.43270860007031	5.0	['5', 'return']	[3.4263987001031637, 4.994525799993426]	5.76	6.02	1.0	controle	high_pain	47.5			sub-024	250	24	46	47.5	COM11	COM15	COM3	2024-03-14_13h54.26.274	001-EEG_SVR_Officel	2022.2.5	144.22709468078162		5.759999999999998	0_sub-pilot024_SVR_EEG_block1-2.protocol.csv	step5	2073	206.963	STIMULATE	47.6	47.4	47.4	47.4	47.5	5	64.15099999999998
58.288	0	29144	CN/Hi	10	0	0	0	0	1.0	0.0	1.0	0.0						106.66127660032362	112.43270860007031	112.43270860007031	5.0	['5', 'return']	[3.4263987001031637, 4.994525799993426]	5.76	6.02	1.0	controle	high_pain	47.5			sub-024	250	24	46	47.5	COM11	COM15	COM3	2024-03-14_13h54.26.274	001-EEG_SVR_Officel	2022.2.5	144.22709468078162		6.019999999999996	0_sub-pilot024_SVR_EEG_block1-2.protocol.csv	step5	2073	206.963	STIMULATE	47.6	47.4	47.4	47.4	47.5	5	64.15099999999998
69.538	0	34769	wait	20	0	0	0	0	2.0	0.0	2.0	0.0						130.44116860022768	138.03984420001507	138.03984420001507	4.5	['4', 'a', '5', 'return']	[3.4262248002924025, 3.690251599997282, 3.898855499923229, 4.65901040006429]	7.59	5.53	2.0	20hz	high_pain	47.5			sub-024	250	24	46	47.5	COM11	COM15	COM3	2024-03-14_13h54.26.274	001-EEG_SVR_Officel	2022.2.5	144.22709468078162		12.0	0_sub-pilot024_SVR_EEG_block1-2.protocol.csv	step7	2326	232.011	STIMULATE	47.5	47.4	47.4	47.4	47.4	7	89.19899999999998
77.124	0	38562	20hz	6	0	0	0	0	2.0	0.0	2.0	0.0						130.44116860022768	138.03984420001507	138.03984420001507	4.5	['4', 'a', '5', 'return']	[3.4262248002924025, 3.690251599997282, 3.898855499923229, 4.65901040006429]	7.59	5.53	2.0	20hz	high_pain	47.5			sub-024	250	24	46	47.5	COM11	COM15	COM3	2024-03-14_13h54.26.274	001-EEG_SVR_Officel	2022.2.5	144.22709468078162		7.5859999999999985	0_sub-pilot024_SVR_EEG_block1-2.protocol.csv	step7	2326	232.011	STIMULATE	47.5	47.4	47.4	47.4	47.4	7	89.19899999999998
83.408	0	41704	20/Hi	4	0	0	0	0	2.0	0.0	2.0	0.0						130.44116860022768	138.03984420001507	138.03984420001507	4.5	['4', 'a', '5', 'return']	[3.4262248002924025, 3.690251599997282, 3.898855499923229, 4.65901040006429]	7.59	5.53	2.0	20hz	high_pain	47.5			sub-024	250	24	46	47.5	COM11	COM15	COM3	2024-03-14_13h54.26.274	001-EEG_SVR_Officel	2022.2.5	144.22709468078162		5.534000000000006	0_sub-pilot024_SVR_EEG_block1-2.protocol.csv	step7	2326	232.011	STIMULATE	47.5	47.4	47.4	47.4	47.4	7	89.19899999999998
94.812	0	47406	wait	20	0	0	0	0	3.0	0.0	3.0	0.0						155.7158754002303	161.3828716003336	161.3828716003336	1.0	['1', 'return']	[2.891923999879509, 3.9794079000130296]	5.66	6.14	3.0	controle	low_pain	46.0			sub-024	250	24	46	47.5	COM11	COM15	COM3	2024-03-14_13h54.26.274	001-EEG_SVR_Officel	2022.2.5	144.22709468078162		12.153999999999996	0_sub-pilot024_SVR_EEG_block1-2.protocol.csv	step9	2568	256.073	STIMULATE	45.9	45.9	45.9	45.9	45.9	9	113.26099999999997
100.468	0	50234	CNhz	12	0	0	0	0	3.0	0.0	3.0	0.0						155.7158754002303	161.3828716003336	161.3828716003336	1.0	['1', 'return']	[2.891923999879509, 3.9794079000130296]	5.66	6.14	3.0	controle	low_pain	46.0			sub-024	250	24	46	47.5	COM11	COM15	COM3	2024-03-14_13h54.26.274	001-EEG_SVR_Officel	2022.2.5	144.22709468078162		5.656000000000006	0_sub-pilot024_SVR_EEG_block1-2.protocol.csv	step9	2568	256.073	STIMULATE	45.9	45.9	45.9	45.9	45.9	9	113.26099999999997
107.356	0	53678	CN/Lo	11	0	0	0	0	3.0	0.0	3.0	0.0						155.7158754002303	161.3828716003336	161.3828716003336	1.0	['1', 'return']	[2.891923999879509, 3.9794079000130296]	5.66	6.14	3.0	controle	low_pain	46.0			sub-024	250	24	46	47.5	COM11	COM15	COM3	2024-03-14_13h54.26.274	001-EEG_SVR_Officel	2022.2.5	144.22709468078162		6.137999999999991	0_sub-pilot024_SVR_EEG_block1-2.protocol.csv	step9	2568	256.073	STIMULATE	45.9	45.9	45.9	45.9	45.9	9	113.26099999999997
117.476	0	58738	wait	20	0	0	0	0	4.0	0.0	4.0	0.0						178.3779434002936	184.68435360025612	184.68435360025612	1.5	['1', 'a', '5', 'return']	[2.775295800063759, 3.295436799991876, 3.5266629001125693, 4.472434299997985]	6.3	5.48	0.0	20hz	low_pain	46.0			sub-024	250	24	46	47.5	COM11	COM15	COM3	2024-03-14_13h54.26.274	001-EEG_SVR_Officel	2022.2.5	144.22709468078162		10.870000000000005	0_sub-pilot024_SVR_EEG_block1-2.protocol.csv	step11	2797	278.718	STIMULATE	46.1	45.9	45.9	45.9	45.9	11	135.906
123.768	0	61884	20hz	6	0	0	0	0	4.0	0.0	4.0	0.0						178.3779434002936	184.68435360025612	184.68435360025612	1.5	['1', 'a', '5', 'return']	[2.775295800063759, 3.295436799991876, 3.5266629001125693, 4.472434299997985]	6.3	5.48	0.0	20hz	low_pain	46.0			sub-024	250	24	46	47.5	COM11	COM15	COM3	2024-03-14_13h54.26.274	001-EEG_SVR_Officel	2022.2.5	144.22709468078162		6.292000000000002	0_sub-pilot024_SVR_EEG_block1-2.protocol.csv	step11	2797	278.718	STIMULATE	46.1	45.9	45.9	45.9	45.9	11	135.906
130.004	0	65001	20/Lo	5	0	0	0	0	4.0	0.0	4.0	0.0						178.3779434002936	184.68435360025612	184.68435360025612	1.5	['1', 'a', '5', 'return']	[2.775295800063759, 3.295436799991876, 3.5266629001125693, 4.472434299997985]	6.3	5.48	0.0	20hz	low_pain	46.0			sub-024	250	24	46	47.5	COM11	COM15	COM3	2024-03-14_13h54.26.274	001-EEG_SVR_Officel	2022.2.5	144.22709468078162		5.48599999999999	0_sub-pilot024_SVR_EEG_block1-2.protocol.csv	step11	2797	278.718	STIMULATE	46.1	45.9	45.9	45.9	45.9	11	135.906
141.268	0	70634	wait	20	0	0	0	0	5.0	0.0	5.0	0.0						202.1726172002964	208.17346280021596	208.17346280021596	4.0	['4', 'return']	[2.658662499859929, 3.323498399928212]	5.99	5.09	1.0	10hz	high_pain	47.5			sub-024	250	24	46	47.5	COM11	COM15	COM3	2024-03-14_13h54.26.274	001-EEG_SVR_Officel	2022.2.5	144.22709468078162		12.01400000000001	0_sub-pilot024_SVR_EEG_block1-2.protocol.csv	step13	3030	301.823	STIMULATE	47.6	47.4	47.4	47.4	47.4	13	159.01099999999997
147.258	0	73629	10hz	3	0	0	0	0	5.0	0.0	5.0	0.0						202.1726172002964	208.17346280021596	208.17346280021596	4.0	['4', 'return']	[2.658662499859929, 3.323498399928212]	5.99	5.09	1.0	10hz	high_pain	47.5			sub-024	250	24	46	47.5	COM11	COM15	COM3	2024-03-14_13h54.26.274	001-EEG_SVR_Officel	2022.2.5	144.22709468078162		5.990000000000009	0_sub-pilot024_SVR_EEG_block1-2.protocol.csv	step13	3030	301.823	STIMULATE	47.6	47.4	47.4	47.4	47.4	13	159.01099999999997
153.098	0	76549	10/Hi	1	0	0	0	0	5.0	0.0	5.0	0.0						202.1726172002964	208.17346280021596	208.17346280021596	4.0	['4', 'return']	[2.658662499859929, 3.323498399928212]	5.99	5.09	1.0	10hz	high_pain	47.5			sub-024	250	24	46	47.5	COM11	COM15	COM3	2024-03-14_13h54.26.274	001-EEG_SVR_Officel	2022.2.5	144.22709468078162		5.090000000000003	0_sub-pilot024_SVR_EEG_block1-2.protocol.csv	step13	3030	301.823	STIMULATE	47.6	47.4	47.4	47.4	47.4	13	159.01099999999997
163.604	0	81802	wait	20	0	0	0	0	6.0	0.0	6.0	0.0						224.5079853003845	231.2177371000871	231.2177371000871	4.0	['4', 'return']	[2.080952300224453, 2.7129419003613293]	6.7	6.47	2.0	40hz	high_pain	47.5			sub-024	250	24	46	47.5	COM11	COM15	COM3	2024-03-14_13h54.26.274	001-EEG_SVR_Officel	2022.2.5	144.22709468078162		11.256	0_sub-pilot024_SVR_EEG_block1-2.protocol.csv	step15	3276	326.24	STIMULATE	47.5	47.4	47.4	47.4	47.5	15	183.428
170.302	0	85151	40hz	9	0	0	0	0	6.0	0.0	6.0	0.0						224.5079853003845	231.2177371000871	231.2177371000871	4.0	['4', 'return']	[2.080952300224453, 2.7129419003613293]	6.7	6.47	2.0	40hz	high_pain	47.5			sub-024	250	24	46	47.5	COM11	COM15	COM3	2024-03-14_13h54.26.274	001-EEG_SVR_Officel	2022.2.5	144.22709468078162		6.697999999999979	0_sub-pilot024_SVR_EEG_block1-2.protocol.csv	step15	3276	326.24	STIMULATE	47.5	47.4	47.4	47.4	47.5	15	183.428
177.522	0	88761	40/Hi	7	0	0	0	0	6.0	0.0	6.0	0.0						224.5079853003845	231.2177371000871	231.2177371000871	4.0	['4', 'return']	[2.080952300224453, 2.7129419003613293]	6.7	6.47	2.0	40hz	high_pain	47.5			sub-024	250	24	46	47.5	COM11	COM15	COM3	2024-03-14_13h54.26.274	001-EEG_SVR_Officel	2022.2.5	144.22709468078162		6.469999999999999	0_sub-pilot024_SVR_EEG_block1-2.protocol.csv	step15	3276	326.24	STIMULATE	47.5	47.4	47.4	47.4	47.5	15	183.428
