onset	duration	sample	trial_type	value	block.thisRepN	block.thisTrialN	block.thisN	block.thisIndex	reps.thisRepN	reps.thisTrialN	reps.thisN	reps.thisIndex	afrec_start	rec_start	key_resp.keys	key_resp.rt	wait_time_text.started	wait_time_text.stopped	therm_loca_text.started	subResponse	keyResp.keys	keyResp.rt	ITI_wait	wait_trigger	loca_thermode	Hz_condition	temp_condition	temp_valeur	therm_loca_text.stopped	text.started	text.stopped	participant	brightness	num_part	low	high	com_svr	com_thermode	com_eeg	date	expName	psychopyVersion	frameRate	Unnamed: 39	distance_from_previous	file	step	index	time	type	temp1	temp2	temp3	temp4	temp5	step_num	time_sync
145.887	0	145887	10hz	10004	0	0	0	0	3.0	0.0	3.0	0.0					185.93225339998023	191.48731060000136	191.48731060000136	6.0	['6', 'return']	[2.454528900096193, 3.087339400080964]	5.55	5.14	3.0	10hz	high_pain	48.8				sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		5.546999999999997	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step9	2092	208.423	STIMULATE	48.8	48.7	48.8	48.8	48.8	9	157.601
151.777	0	151777	10/Hi	10001	0	0	0	0	3.0	0.0	3.0	0.0					185.93225339998023	191.48731060000136	191.48731060000136	6.0	['6', 'return']	[2.454528900096193, 3.087339400080964]	5.55	5.14	3.0	10hz	high_pain	48.8				sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		5.139999999999986	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step9	2092	208.423	STIMULATE	48.8	48.7	48.8	48.8	48.8	9	157.601
161.994	0	161994	wait	10005	0	0	0	0	4.0	0.0	4.0	0.0					207.58622429997197	213.56150589999743	213.56150589999743	5.0	['5', 'return']	[2.947473799926229, 3.6758844999130815]	5.97	5.47	0.0	controle	high_pain	48.8				sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		10.967000000000013	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step11	2318	230.825	STIMULATE	48.8	48.8	48.8	48.8	48.9	11	180.003
167.961	0	167961	CNhz	10004	0	0	0	0	4.0	0.0	4.0	0.0					207.58622429997197	213.56150589999743	213.56150589999743	5.0	['5', 'return']	[2.947473799926229, 3.6758844999130815]	5.97	5.47	0.0	controle	high_pain	48.8				sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		5.967000000000013	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step11	2318	230.825	STIMULATE	48.8	48.8	48.8	48.8	48.9	11	180.003
174.181	0	174181	CN/Hi	10001	0	0	0	0	4.0	0.0	4.0	0.0					207.58622429997197	213.56150589999743	213.56150589999743	5.0	['5', 'return']	[2.947473799926229, 3.6758844999130815]	5.97	5.47	0.0	controle	high_pain	48.8				sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		5.469999999999999	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step11	2318	230.825	STIMULATE	48.8	48.8	48.8	48.8	48.9	11	180.003
184.661	0	184661	wait	10005	0	0	0	0	5.0	0.0	5.0	0.0					230.2527160999598	237.22767739999108	237.22767739999108	4.0	['4', 'return']	[1.904700000071898, 2.666079399990849]	6.97	5.7	1.0	10hz	low_pain	47.2				sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		11.22999999999999	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step13	2559	254.722	STIMULATE	47.2	47.2	47.2	47.2	47.2	13	203.9
191.627	0	191627	10hz	10004	0	0	0	0	5.0	0.0	5.0	0.0					230.2527160999598	237.22767739999108	237.22767739999108	4.0	['4', 'return']	[1.904700000071898, 2.666079399990849]	6.97	5.7	1.0	10hz	low_pain	47.2				sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		6.966000000000008	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step13	2559	254.722	STIMULATE	47.2	47.2	47.2	47.2	47.2	13	203.9
198.081	0	198081	10/Lo	10001	0	0	0	0	5.0	0.0	5.0	0.0					230.2527160999598	237.22767739999108	237.22767739999108	4.0	['4', 'return']	[1.904700000071898, 2.666079399990849]	6.97	5.7	1.0	10hz	low_pain	47.2				sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		5.703999999999979	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step13	2559	254.722	STIMULATE	47.2	47.2	47.2	47.2	47.2	13	203.9
207.314	0	207314	wait	10005	0	0	0	0	6.0	0.0	6.0	0.0					252.9066606999841	260.8135790999513	260.8135790999513	4.0	['4', 'return']	[2.184978000004776, 3.0329429000848904]	7.9	5.64	2.0	20hz	low_pain	47.2				sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		9.983000000000004	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step15	2796	278.285	STIMULATE	47.2	47.2	47.2	47.2	47.2	15	227.46300000000002
215.21	0	215210	20hz	10004	0	0	0	0	6.0	0.0	6.0	0.0					252.9066606999841	260.8135790999513	260.8135790999513	4.0	['4', 'return']	[2.184978000004776, 3.0329429000848904]	7.9	5.64	2.0	20hz	low_pain	47.2				sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		7.896000000000015	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step15	2796	278.285	STIMULATE	47.2	47.2	47.2	47.2	47.2	15	227.46300000000002
221.602	0	221602	20/Lo	10001	0	0	0	0	6.0	0.0	6.0	0.0					252.9066606999841	260.8135790999513	260.8135790999513	4.0	['4', 'return']	[2.184978000004776, 3.0329429000848904]	7.9	5.64	2.0	20hz	low_pain	47.2				sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		5.641999999999996	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step15	2796	278.285	STIMULATE	47.2	47.2	47.2	47.2	47.2	15	227.46300000000002
231.269	0	231269	wait	10005	0	0	0	0	7.0	0.0	7.0	0.0					276.8613327998901	284.6619987000013	284.6619987000013	3.0	['3', 'return']	[2.176252899924293, 2.8648195000132546]	7.79	5.42	3.0	20hz	low_pain	47.2				sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		10.417000000000002	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step17	3035	301.948	STIMULATE	47.2	47.1	47.2	47.2	47.2	17	251.12599999999998
239.062	0	239062	20hz	10004	0	0	0	0	7.0	0.0	7.0	0.0					276.8613327998901	284.6619987000013	284.6619987000013	3.0	['3', 'return']	[2.176252899924293, 2.8648195000132546]	7.79	5.42	3.0	20hz	low_pain	47.2				sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		7.793000000000006	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step17	3035	301.948	STIMULATE	47.2	47.1	47.2	47.2	47.2	17	251.12599999999998
245.235	0	245235	20/Lo	10001	0	0	0	0	7.0	0.0	7.0	0.0					276.8613327998901	284.6619987000013	284.6619987000013	3.0	['3', 'return']	[2.176252899924293, 2.8648195000132546]	7.79	5.42	3.0	20hz	low_pain	47.2				sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		5.423000000000002	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step17	3035	301.948	STIMULATE	47.2	47.1	47.2	47.2	47.2	17	251.12599999999998
254.943	0	254943	wait	10005	0	0	0	0	8.0	0.0	8.0	0.0					300.53512709995266	305.99012199998833	305.99012199998833	5.0	['5', 'return']	[2.7357868999242783, 3.447695599985309]	5.45	5.14	0.0	40hz	high_pain	48.8				sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		10.457999999999998	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step19	3247	322.952	STIMULATE	48.8	48.8	48.8	48.8	48.9	19	272.13
260.389	0	260389	40hz	10004	0	0	0	0	8.0	0.0	8.0	0.0					300.53512709995266	305.99012199998833	305.99012199998833	5.0	['5', 'return']	[2.7357868999242783, 3.447695599985309]	5.45	5.14	0.0	40hz	high_pain	48.8				sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		5.445999999999998	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step19	3247	322.952	STIMULATE	48.8	48.8	48.8	48.8	48.9	19	272.13
266.281	0	266281	40/Hi	10001	0	0	0	0	8.0	0.0	8.0	0.0					300.53512709995266	305.99012199998833	305.99012199998833	5.0	['5', 'return']	[2.7357868999242783, 3.447695599985309]	5.45	5.14	0.0	40hz	high_pain	48.8				sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		5.141999999999996	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step19	3247	322.952	STIMULATE	48.8	48.8	48.8	48.8	48.9	19	272.13
276.86	0	276860	wait	10005	0	0	0	0	9.0	0.0	9.0	0.0					322.4518956999528	329.68536409991793	329.68536409991793	5.5	['5', 'a', '5', 'return']	[2.6002172000007704, 2.8082262000534683, 3.008293900056742, 3.863906000042334]	7.23	5.41	1.0	10hz	high_pain	48.8				sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		11.329000000000008	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step21	3489	346.99	STIMULATE	48.8	48.8	48.8	48.8	48.9	21	296.168
284.086	0	284086	10hz	10004	0	0	0	0	9.0	0.0	9.0	0.0					322.4518956999528	329.68536409991793	329.68536409991793	5.5	['5', 'a', '5', 'return']	[2.6002172000007704, 2.8082262000534683, 3.008293900056742, 3.863906000042334]	7.23	5.41	1.0	10hz	high_pain	48.8				sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		7.225999999999999	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step21	3489	346.99	STIMULATE	48.8	48.8	48.8	48.8	48.9	21	296.168
290.247	0	290247	10/Hi	10001	0	0	0	0	9.0	0.0	9.0	0.0					322.4518956999528	329.68536409991793	329.68536409991793	5.5	['5', 'a', '5', 'return']	[2.6002172000007704, 2.8082262000534683, 3.008293900056742, 3.863906000042334]	7.23	5.41	1.0	10hz	high_pain	48.8				sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		5.411000000000001	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step21	3489	346.99	STIMULATE	48.8	48.8	48.8	48.8	48.9	21	296.168
300.972	0	300972	wait	10005	0	0	0	0	10.0	0.0	10.0	0.0					346.56419239996467	354.26436849997845	354.26436849997845	3.0	['3', 'return']	[1.9646893999306485, 2.6201336999656633]	7.69	6.09	2.0	controle	low_pain	47.2				sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		11.474999999999966	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step23	3743	372.162	STIMULATE	47.2	47.2	47.2	47.2	47.2	23	321.34
308.665	0	308665	CNhz	10004	0	0	0	0	10.0	0.0	10.0	0.0					346.56419239996467	354.26436849997845	354.26436849997845	3.0	['3', 'return']	[1.9646893999306485, 2.6201336999656633]	7.69	6.09	2.0	controle	low_pain	47.2				sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		7.6930000000000405	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step23	3743	372.162	STIMULATE	47.2	47.2	47.2	47.2	47.2	23	321.34
315.505	0	315505	CN/Lo	10001	0	0	0	0	10.0	0.0	10.0	0.0					346.56419239996467	354.26436849997845	354.26436849997845	3.0	['3', 'return']	[1.9646893999306485, 2.6201336999656633]	7.69	6.09	2.0	controle	low_pain	47.2				sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		6.089999999999975	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step23	3743	372.162	STIMULATE	47.2	47.2	47.2	47.2	47.2	23	321.34
324.305	0	324305	wait	10005	0	0	0	0	11.0	0.0	11.0	0.0					369.89733099995647	375.73056689999066	375.73056689999066	5.5	['5', 'a', '5', 'return']	[2.290900200023316, 2.489741600002162, 2.6739038000814617, 3.4346280000172555]	5.83	5.77	3.0	controle	low_pain	47.2				sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		9.550000000000011	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step25	3957	393.394	STIMULATE	47.2	47.2	47.2	47.2	47.2	25	342.572
330.13	0	330130	CNhz	10004	0	0	0	0	11.0	0.0	11.0	0.0					369.89733099995647	375.73056689999066	375.73056689999066	5.5	['5', 'a', '5', 'return']	[2.290900200023316, 2.489741600002162, 2.6739038000814617, 3.4346280000172555]	5.83	5.77	3.0	controle	low_pain	47.2				sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		5.824999999999989	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step25	3957	393.394	STIMULATE	47.2	47.2	47.2	47.2	47.2	25	342.572
336.651	0	336651	CN/Lo	10001	0	0	0	0	11.0	0.0	11.0	0.0					369.89733099995647	375.73056689999066	375.73056689999066	5.5	['5', 'a', '5', 'return']	[2.290900200023316, 2.489741600002162, 2.6739038000814617, 3.4346280000172555]	5.83	5.77	3.0	controle	low_pain	47.2				sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		5.771000000000015	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step25	3957	393.394	STIMULATE	47.2	47.2	47.2	47.2	47.2	25	342.572
346.593	0	346593	wait	10005	0	0	0	0	12.0	0.0	12.0	0.0					392.1856270999415	398.4095544999	398.4095544999	5.0	['5', 'return']	[2.2597766999388114, 3.0044633999932557]	6.22	5.14	0.0	20hz	high_pain	48.8				sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		10.692000000000007	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step27	4179	415.349	STIMULATE	48.8	48.8	48.8	48.8	48.9	27	364.52700000000004
352.809	0	352809	20hz	10004	0	0	0	0	12.0	0.0	12.0	0.0					392.1856270999415	398.4095544999	398.4095544999	5.0	['5', 'return']	[2.2597766999388114, 3.0044633999932557]	6.22	5.14	0.0	20hz	high_pain	48.8				sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		6.216000000000008	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step27	4179	415.349	STIMULATE	48.8	48.8	48.8	48.8	48.9	27	364.52700000000004
358.701	0	358701	20/Hi	10001	0	0	0	0	12.0	0.0	12.0	0.0					392.1856270999415	398.4095544999	398.4095544999	5.0	['5', 'return']	[2.2597766999388114, 3.0044633999932557]	6.22	5.14	0.0	20hz	high_pain	48.8				sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		5.141999999999996	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step27	4179	415.349	STIMULATE	48.8	48.8	48.8	48.8	48.9	27	364.52700000000004
368.833	0	368833	wait	10005	0	0	0	0	13.0	0.0	13.0	0.0					414.4255375999492	420.9433847999899	420.9433847999899	4.0	['4', 'return']	[2.3258260999573395, 3.0946350999874994]	6.51	6.48	1.0	40hz	low_pain	47.2				sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		10.882000000000005	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step29	4420	439.248	STIMULATE	47.2	47.1	47.2	47.2	47.3	29	388.42600000000004
375.343	0	375343	40hz	10004	0	0	0	0	13.0	0.0	13.0	0.0					414.4255375999492	420.9433847999899	420.9433847999899	4.0	['4', 'return']	[2.3258260999573395, 3.0946350999874994]	6.51	6.48	1.0	40hz	low_pain	47.2				sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		6.509999999999991	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step29	4420	439.248	STIMULATE	47.2	47.1	47.2	47.2	47.3	29	388.42600000000004
382.575	0	382575	40/Lo	10001	0	0	0	0	13.0	0.0	13.0	0.0					414.4255375999492	420.9433847999899	420.9433847999899	4.0	['4', 'return']	[2.3258260999573395, 3.0946350999874994]	6.51	6.48	1.0	40hz	low_pain	47.2				sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		6.481999999999971	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step29	4420	439.248	STIMULATE	47.2	47.1	47.2	47.2	47.3	29	388.42600000000004
391.458	0	391458	wait	10005	0	0	0	0	14.0	0.0	14.0	0.0					437.0508295999607	443.10495369997807	443.10495369997807	3.0	['3', 'return']	[2.844069999991916, 3.6518599999835715]	6.05	5.89	2.0	10hz	low_pain	47.2				sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		9.633000000000038	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step31	4637	460.797	STIMULATE	47.2	47.2	47.2	47.2	47.2	31	409.975
397.504	0	397504	10hz	10004	0	0	0	0	14.0	0.0	14.0	0.0					437.0508295999607	443.10495369997807	443.10495369997807	3.0	['3', 'return']	[2.844069999991916, 3.6518599999835715]	6.05	5.89	2.0	10hz	low_pain	47.2				sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		6.045999999999992	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step31	4637	460.797	STIMULATE	47.2	47.2	47.2	47.2	47.2	31	409.975
404.146	0	404146	10/Lo	10001	0	0	0	0	14.0	0.0	14.0	0.0					437.0508295999607	443.10495369997807	443.10495369997807	3.0	['3', 'return']	[2.844069999991916, 3.6518599999835715]	6.05	5.89	2.0	10hz	low_pain	47.2				sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		5.891999999999996	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step31	4637	460.797	STIMULATE	47.2	47.2	47.2	47.2	47.2	31	409.975
414.184	0	414184	wait	10005	0	0	0	0	15.0	0.0	15.0	0.0					459.7763473999221	465.6460082998965	465.6460082998965	6.0	['6', 'return']	[2.7432446000166237, 3.5110127000370994]	5.87	5.86	3.0	40hz	high_pain	48.8	478.6462763999589			sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		10.788000000000011	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step33	4864	483.223	STIMULATE	48.8	48.8	48.8	48.8	48.8	33	432.40100000000007
420.05	0	420050	40hz	10004	0	0	0	0	15.0	0.0	15.0	0.0					459.7763473999221	465.6460082998965	465.6460082998965	6.0	['6', 'return']	[2.7432446000166237, 3.5110127000370994]	5.87	5.86	3.0	40hz	high_pain	48.8	478.6462763999589			sub-051	250	51	47.2	48.8	COM5	COM15	COM3	2024-12-09_09h55.14.423	001-EEG_SVR_Officel	2022.2.5	240.2662147553876		5.8659999999999854	0_sub-pilot051_SVR_EEG_block1-2.protocol.csv	step33	4864	483.223	STIMULATE	48.8	48.8	48.8	48.8	48.8	33	432.40100000000007
