onset	duration	sample	trial_type	value	block.thisRepN	block.thisTrialN	block.thisN	block.thisIndex	reps.thisRepN	reps.thisTrialN	reps.thisN	reps.thisIndex	afrec_start	rec_start	rec_start_egi	key_resp.keys	key_resp.rt	wait_time_text.started	wait_time_text.stopped	therm_loca_text.started	subResponse	keyResp.keys	keyResp.rt	ITI_wait	wait_trigger	loca_thermode	Hz_condition	temp_condition	temp_valeur	text.started	text.stopped	participant	brightness	num_part	low	high	com_svr	com_thermode	com_eeg	date	expName	psychopyVersion	frameRate	Unnamed: 39	distance_from_previous	file	step	index	time	type	temp1	temp2	temp3	temp4	temp5	step_num	time_sync
162.208	0	81104	wait	20	0	0	0	0	0.0	0.0	0.0	0.0	28.101109199924394	27.906935199862343	1715103950.8595252	p	161.97629430005327	190.1064267999027	197.37806029990315	197.37806029990315	999.0	['9', '9', '9', 'return']	[16.032947100000456, 16.168033000081778, 16.54439530009404, 17.90520150004886]	7.26	5.55	0.0	20hz	low_pain	41.8			sub-034	250	34	41.8	44.7	COM11	COM15	COM3	2024-05-07_13h45.41.546	001-EEG_SVR_Officel	2022.2.5	143.44814930472273		162.208	0_sub-pilot034_SVR_EEG_block1-2.protocol.csv	step3	2260	225.821	STIMULATE	41.8	41.8	41.8	41.8	41.8	3	181.611
169.468	0	84734	20hz	6	0	0	0	0	0.0	0.0	0.0	0.0	28.101109199924394	27.906935199862343	1715103950.8595252	p	161.97629430005327	190.1064267999027	197.37806029990315	197.37806029990315	999.0	['9', '9', '9', 'return']	[16.032947100000456, 16.168033000081778, 16.54439530009404, 17.90520150004886]	7.26	5.55	0.0	20hz	low_pain	41.8			sub-034	250	34	41.8	44.7	COM11	COM15	COM3	2024-05-07_13h45.41.546	001-EEG_SVR_Officel	2022.2.5	143.44814930472273		7.259999999999991	0_sub-pilot034_SVR_EEG_block1-2.protocol.csv	step3	2260	225.821	STIMULATE	41.8	41.8	41.8	41.8	41.8	3	181.611
175.772	0	87886	20/Lo	5	0	0	0	0	0.0	0.0	0.0	0.0	28.101109199924394	27.906935199862343	1715103950.8595252	p	161.97629430005327	190.1064267999027	197.37806029990315	197.37806029990315	999.0	['9', '9', '9', 'return']	[16.032947100000456, 16.168033000081778, 16.54439530009404, 17.90520150004886]	7.26	5.55	0.0	20hz	low_pain	41.8			sub-034	250	34	41.8	44.7	COM11	COM15	COM3	2024-05-07_13h45.41.546	001-EEG_SVR_Officel	2022.2.5	143.44814930472273		5.554000000000002	0_sub-pilot034_SVR_EEG_block1-2.protocol.csv	step3	2260	225.821	STIMULATE	41.8	41.8	41.8	41.8	41.8	3	181.611
200.412	0	100206	wait	20	0	0	0	0	1.0	0.0	1.0	0.0						228.31218159990385	235.11170899984427	235.11170899984427	6.0	['6', 'return']	[4.369916799943894, 5.025311099831015]	6.79	5.53	1.0	10hz	high_pain	44.7			sub-034	250	34	41.8	44.7	COM11	COM15	COM3	2024-05-07_13h45.41.546	001-EEG_SVR_Officel	2022.2.5	143.44814930472273		25.390000000000015	0_sub-pilot034_SVR_EEG_block1-2.protocol.csv	step5	2639	263.565	STIMULATE	44.8	44.6	44.6	44.6	44.7	5	219.355
207.2	0	103600	10hz	3	0	0	0	0	1.0	0.0	1.0	0.0						228.31218159990385	235.11170899984427	235.11170899984427	6.0	['6', 'return']	[4.369916799943894, 5.025311099831015]	6.79	5.53	1.0	10hz	high_pain	44.7			sub-034	250	34	41.8	44.7	COM11	COM15	COM3	2024-05-07_13h45.41.546	001-EEG_SVR_Officel	2022.2.5	143.44814930472273		6.7879999999999825	0_sub-pilot034_SVR_EEG_block1-2.protocol.csv	step5	2639	263.565	STIMULATE	44.8	44.6	44.6	44.6	44.7	5	219.355
213.484	0	106742	10/Hi	1	0	0	0	0	1.0	0.0	1.0	0.0						228.31218159990385	235.11170899984427	235.11170899984427	6.0	['6', 'return']	[4.369916799943894, 5.025311099831015]	6.79	5.53	1.0	10hz	high_pain	44.7			sub-034	250	34	41.8	44.7	COM11	COM15	COM3	2024-05-07_13h45.41.546	001-EEG_SVR_Officel	2022.2.5	143.44814930472273		5.53400000000002	0_sub-pilot034_SVR_EEG_block1-2.protocol.csv	step5	2639	263.565	STIMULATE	44.8	44.6	44.6	44.6	44.7	5	219.355
225.258	0	112629	wait	20	0	0	0	0	2.0	0.0	2.0	0.0						253.1558180998545	259.59442669991404	259.59442669991404	3.5	['3', 'a', '5', 'return']	[2.760014700004831, 2.952191699994728, 3.3349627000279725, 4.855257799848914]	6.43	6.48	2.0	20hz	low_pain	41.8			sub-034	250	34	41.8	44.7	COM11	COM15	COM3	2024-05-07_13h45.41.546	001-EEG_SVR_Officel	2022.2.5	143.44814930472273		12.524000000000001	0_sub-pilot034_SVR_EEG_block1-2.protocol.csv	step7	2895	288.922	STIMULATE	41.7	41.6	41.6	41.6	41.7	7	244.71200000000002
231.684	0	115842	20hz	6	0	0	0	0	2.0	0.0	2.0	0.0						253.1558180998545	259.59442669991404	259.59442669991404	3.5	['3', 'a', '5', 'return']	[2.760014700004831, 2.952191699994728, 3.3349627000279725, 4.855257799848914]	6.43	6.48	2.0	20hz	low_pain	41.8			sub-034	250	34	41.8	44.7	COM11	COM15	COM3	2024-05-07_13h45.41.546	001-EEG_SVR_Officel	2022.2.5	143.44814930472273		6.425999999999988	0_sub-pilot034_SVR_EEG_block1-2.protocol.csv	step7	2895	288.922	STIMULATE	41.7	41.6	41.6	41.6	41.7	7	244.71200000000002
238.918	0	119459	20/Lo	5	0	0	0	0	2.0	0.0	2.0	0.0						253.1558180998545	259.59442669991404	259.59442669991404	3.5	['3', 'a', '5', 'return']	[2.760014700004831, 2.952191699994728, 3.3349627000279725, 4.855257799848914]	6.43	6.48	2.0	20hz	low_pain	41.8			sub-034	250	34	41.8	44.7	COM11	COM15	COM3	2024-05-07_13h45.41.546	001-EEG_SVR_Officel	2022.2.5	143.44814930472273		6.484000000000009	0_sub-pilot034_SVR_EEG_block1-2.protocol.csv	step7	2895	288.922	STIMULATE	41.7	41.6	41.6	41.6	41.7	7	244.71200000000002
249.572	0	124786	wait	20	0	0	0	0	3.0	0.0	3.0	0.0						277.4712704999838	284.4302504998632	284.4302504998632	3.5	['3', 'a', '5', 'return']	[3.2427846998907626, 3.4995390998665243, 3.836995800025761, 4.932442500023171]	6.95	6.35	3.0	20hz	low_pain	41.8			sub-034	250	34	41.8	44.7	COM11	COM15	COM3	2024-05-07_13h45.41.546	001-EEG_SVR_Officel	2022.2.5	143.44814930472273		11.403999999999996	0_sub-pilot034_SVR_EEG_block1-2.protocol.csv	step9	3144	313.612	STIMULATE	41.7	41.6	41.6	41.6	41.7	9	269.40200000000004
